id;first_name;last_name
3157;Don;Askarian
3158;Matt;Askem
3159;"Bill (I)";Askew
3160;David;Askey
3161;Peter;Askin
3162;Ed;Askinazi
3163;"Monroe P.";Askins
3164;Ole;Askman
3165;Aleksandr;Askoldov
3166;Sumaira;Aslam
3167;Maty;Aslan
3168;Mehmet;Aslan
3169;Muzaffer;Aslan
3170;"Mohammad Reza";Aslani
3171;Samson;Aslanian
3172;Garegin;Aslanyan
3173;Semir;Aslanyürek
3174;Mohamed;Asli
3175;Victor;Asliuk
3176;"Sekar Ayu";Asmara
3177;"Walter D.";Asmus
3178;Cathrine;Asmussen
3179;Kerry;Asmussen
3180;Jules;Asner
3181;Matthew;Asner
3182;Manabu;Asou
3183;Christian;Aspee
3184;Staffan;Aspelin
3185;"Aart van";Asperen
3186;Martin;Asphaug
3187;Sarah;Aspinall
3188;Tim;Aspinall
3189;Steve;Aspis
3190;Kerstin;Asplund
3191;Frederikke;Aspöck
3192;Ali;Asqarzadeh
3193;Anthony;Asquith
3194;Daisy;Asquith
3195;Apurva;Asrani
3196;Saeed;Assadi
3197;Shahram;Assadi
3198;Milka;Assaf
3199;Raphael;Assaf
3200;Leyla;Assaf-Tengroth
3201;Anita;Assal
3202;Aditya;Assarat
3203;Olivier;Assayas
3204;"José Francisco Marques";Asseiceiro
3205;Eddy;Asselbergs
3206;Christiane;Asselin
3207;Jean-François;Asselin
3208;Olivier;Asselin
3209;Jason;Asselta
3210;Yorgos;Assimakopoulos
3211;Giba;"Assis Brasil"
3212;Carlos;Assis
3213;Cláudio;Assis
3214;Joaquim;Assis
3215;Arno;Assmann
3216;"Ovidio G.";Assonitis
3217;Monique;Assouline
3218;Adjiké;Assouma
3219;Jacky;Assoun
3220;Eric;Assous
3221;André;Asséo
3222;Michael;Asti-Rose
3223;Alexandre;Astier
3224;Frédéric;Astier
3225;John;Astin
3226;Sean;Astin
3227;Neville;Astley
3228;Torbjörn;Astner
3229;Henry;Astor
3230;Raúl;Astor
3231;Dmitri;Astrakhan
3232;Alexandre;Astruc
3233;Frédéric;Astruc
3234;Marianela;"Astudillo Martínez"
3235;Godofredo;Astudillo
3236;"Ángel Martínez";Astudillo
3237;Domenico;Astuti
3238;Kôji;Asuna
3239;Johnny;Asuncion
3240;Orhan;Atadeniz
3241;Yilmaz;Atadeniz
3242;Mikaila;Ataga
3243;Panthep;Atakaiwanwati
3244;Mered;Atakhanov
3245;"Jorge Wolney";Atalla
3246;Amine;Atallah
3247;"E. Kutlug";Ataman
3248;Randal;Atamaniuk
3249;Lev;Atamanov
3250;Milutin;Atanackovic
3251;Krasimir;Atanasov
3252;Aleksandr;Atanesyan
3253;Anthony;Atansio
3254;Romi;Atarashi
3255;Irfan;Atasoy
3256;Ömer;Atay
3257;Vardan;Atchemyan
3258;Nathaniel;Atcheson
3259;T.;Atcheson
3260;Thomas;Atcheson
3261;Doug;Atchison
3262;Ahmad;Atef
3263;Emily;Atef
3264;Zorobabel;"Atelier Collcetif"
3265;Peter;Atencio
3266;Victor;Ateneo
3267;Orhan;Ates
3268;Dimitris;Athanasiadis
3269;Katerina;Athanasiou
3270;Dino;Athanassiou
3271;Dimitris;Athanitis
3272;K.B.;Athavale
3273;Shantaram;Athavale
3274;Francisco;Athié
3275;Acharya;Athreya
3276;Mark;Atienza
3277;Aure;Atika
3278;Anthony;Atkins
3279;"Chris (I)";Atkins
3280;"David (I)";Atkins
3281;"David (III)";Atkins
3282;"Greg (III)";Atkins
3283;Ian;Atkins
3284;Jennifer;Atkins
3285;Kirby;Atkins
3286;"Mark (IV)";Atkins
3287;Martyn;Atkins
3288;Nathan;Atkins
3289;Paul;Atkins
3290;"Robert (I)";Atkins
3291;Shawn;Atkins
3292;Simon;Atkins
3293;Terrence;Atkins
3294;"Thomas (I)";Atkins
3295;Geoff;Atkinson
3296;"James (I)";Atkinson
3297;"Jim (I)";Atkinson
3298;"Johnny (III)";Atkinson
3299;"Keith J.";Atkinson
3300;Linda;Atkinson
3301;Nigel;Atkinson
3302;Rowan;Atkinson
3303;Tom;Atkinson
3304;Tracy;Atkinson
3305;Phil;Atlakson
3306;Eric;Atlan
3307;"Charles (I)";Atlas
3308;George;Atlas
3309;Jack;Atlas
3310;Maxwell;Atoms
3311;Enrique;Atonal
3312;Robin;Ator
3313;Premankur;Atorthy
3314;"Pralhad Keshav";Atre
3315;Alain;Attal
3316;Yvan;Attal
3317;Laurence;Attali
3318;Antonio;Attanasi
3319;Michael;Attanasio
3320;Anton;Attard
3321;Orod;Attarpour
3322;"William A.";Attaway
3323;Toni;Attenberger
3324;Michael;Attenborough
3325;Richard;Attenborough
3326;Andy;Attenhofer
3327;Warrick;Attewell
3328;Kamal;Attia
3329;Daniel;Attias
3330;Martina;Attille
3331;Jude;Attippatti
3332;Deborah;Attoinese
3333;David;Attwood
3334;Helen;Atty
3335;Judy;Atwell
3336;"Phillip G.";Atwell
3337;Marc;Atwood
3338;Tim;Atzinger
3339;Keren;Atzmon
3340;"Chan Hung";Au
3341;"David (II)";Au
3342;Tony;Au
3343;Rene;Auberjonois
3344;Elisabeth;Aubert
3345;Monique;Aubert
3346;Robin;Aubert
3347;Pascal;Aubier
3348;Stéphane;Aubier
3349;Liette;Aubin
3350;Maurice-André;Aubin
3351;Jean-Jacques;Aublanc
3352;Bernard;Aubouy
3353;Véronique;Aubouy
3354;Jay;Aubrey
3355;Jimmy;Aubrey
3356;Cécile;Aubry
3357;François;Aubry
3358;Marc;Aubry
3359;Remi;Aubuchon
3360;Frédéric;Auburtin
3361;Stéphane;Aucante
3362;Michel;Auder
3363;Jacques;Audiard
3364;Michel;Audiard
3365;Javier;Audirac
3366;"Michael (II)";Audley
3367;Jacques;Audoir
3368;Jacqueline;Audry
3369;Hilary;Audus
3370;Michel;Audy
3371;Frank;Auer
3372;Gabriel;Auer
3373;"John H.";Auer
3374;Gary;Auerbach
3375;Jake;Auerbach
3376;"Jeffrey (I)";Auerbach
3377;John;Auerbach
3378;Larry;Auerbach
3379;"Lee (II)";Auerbach
3380;Richard;Auerbach
3381;Shona;Auerbach
3382;Jérôme-Cecil;Auffret
3383;Simon;Auge
3384;Aaron;Augenblick
3385;Isabelle;Auger
3386;Charles;Augins
3387;Erwan;Augoyard
3388;Reece;Auguiste
3389;Bille;August
3390;Edwin;August
3391;Harry;August
3392;John;August
3393;Kenneth;August
3394;"Dean J.";Augustin
3395;Joy;Augustine
3396;Daniel;Augusto
3397;Mário;Augusto
3398;Richard;Aujard
3400;"James D.";Ault
3401;François;Aunay
3402;Vishnupant;Aundhkar
3403;Marcelino;Aupart
3404;Ramón;Aupart
3405;Saúl;Aupart
3406;Xavier;Auradon
3407;Carlos;Aured
3408;Jean;Aurel
3409;Pascale;Auricoste
3410;Patrick;Aurignac
3411;Tristan;Aurole
3412;Tristan;Aurouet
3413;Bernard;Auroux
3414;"Robert Alan";Aurthur
3415;Oksana;Auruskeviciene
3416;Anthony;Ausiello
3417;Carlo;Ausino
3418;Adam;Auslander
3419;Leland;Auslender
3420;Sara;Auspitz
3421;Stefan;Aust
3423;Chuck;Austen
3424;Olivier;Austen
3425;Paul;Auster
3426;Sam;Auster
3427;"Alan (III)";Austin
3428;Albert;Austin
3430;"Dan (I)";Austin
3431;Ford;Austin
3432;G.P.;Austin
3433;"Gary (III)";Austin
3434;"Harold (I)";Austin
3435;Josh;Austin
3436;"Lewis C.";Austin
3437;"Matt (I)";Austin
3438;"Michael (I)";Austin
3439;Phil;Austin
3440;"Philip (I)";Austin
3441;"Philip (II)";Austin
3442;"Ray (I)";Austin
3443;"Ronald (I)";Austin
3444;"Ronald (II)";Austin
3446;"Steve (V)";Austin
3447;Steven;Austin
3448;"Todd (I)";Austin
3449;Ken;Ausubel
3450;Claude;Autant-Lara
3451;"Luis Eduardo";Aute
3452;Salvatore;Auteri-Marazzan
3453;"Jeff J.J.";Authors
3454;Jonna;Autio
3455;Umberto;"Autore Jr."
3456;Alan;Autry
3457;Silvio;Autuori
3458;Tommi;Auvinen
3459;Vili;Auvinen
3460;Víctor;Auz
3461;Igor;Auzins
3462;V.;Avadhoot
3463;Aram;Avakian
3464;David;Avallone
3465;Marcello;Avallone
3467;Phillip;Avalon
3468;"Luis (II)";Avalos
3469;Stefan;Avalos
3470;Alexandre;Avancini
3471;Walter;Avancini
3472;Edwin;Avaness
3473;Peter;Avanzino
3474;Roger;Avary
3475;Antonio;Avati
3476;Mariantonia;Avati
3477;Pupi;Avati
3478;Ali;Avaz
3479;Dimos;Avdeliodis
3480;Stavros;Avdoulos
3481;Serge;Avedikian
3482;Howard;Avedis
3483;Humberto;Avelar
3484;Aric;Avelino
3485;"Joe Mari";Avellana
3486;"Lamberto V.";Avellana
3487;"María Herminia";Avellaneda
3488;Giambattista;Avellino
3489;Alessandro;Avellis
3490;Dave;Avellone
3491;Gregory;Avellone
3492;Davah;Avena
3493;Brian;Avenet-Bradley
3494;Ari;Averbach
3495;Hy;Averback
3496;Ilya;Averbakh
3497;Mikhail;Averbakh
3498;Brian;Averill
3499;Salvatore;Aversano
3500;Jean-Christophe;Averty
3501;Andrew;Avery
3502;Belle;Avery
3503;"Charles (I)";Avery
3504;Curtis;Avery
3505;"Dwayne (I)";Avery
3506;Rick;Avery
3507;Tex;Avery
3508;Zhirayr;Avetisyan
3509;Theo;Avgerinos
3510;Costa;Avgoustinos
3511;Michal;Aviad
3512;Upi;Avianto
3513;David;Avidan
3514;Manuel;"Avila Camacho"
3515;"Arik Renee";Avila
3516;Benjamín;Avila
3517;Jac;Avila
3518;Mario;Avila
3519;"John G.";Avildsen
3520;"Thomas K.";Avildsen
3521;Gabriel;Avina
3522;Moti;Aviram
3523;Nitzan;Aviram
3524;Yossi;Aviram
3525;Meiert;Avis
3526;Tom;Avitabile
3527;Nurit;Aviv
3528;David;Avivi
3529;Francisco;Avizanda
3530;Jon;Avnet
3531;Shira;Avni
3532;Jean-Pierre;Avoine
3533;René;Avon
3534;Nikos;Avrameas
3535;Vasile;Avramenko
3536;Dimitar;Avramov
3537;"Robert J.";Avrech
3538;Barry;Avrich
3539;Nicolás;Avruj
3540;Anatoli;Avshalumov
3541;Philippe;Avson
3542;Carlo;Avventi
3543;Tidiane;Aw
3544;"Tohru Patrick";Awa
3545;Robert;Awad
3546;H.;Awai
3547;Yumiko;Awaya
3548;Andy;Awes
3549;Ahmad;Awwadh
3550;Gabriel;Axel
3551;Torbjörn;Axelman
3552;George;Axelrod
3553;"Nathan (I)";Axelrod
3554;Kirsten;Axelsen
3555;Eric;Axelson
3556;John;Axelson
3557;Constantin;Axelsson
3558;Michael;Axelsson
3559;"Pontus (I)";Axelsson
3560;Erwin;Axer
3561;John;Axness
3562;Savas;Ay
3563;Olivier;Ayache-Vidal
3564;Chaker;Ayadi
3565;Coke;Ayala
3566;Fernando;Ayala
3567;Joey;Ayala
3568;Sami;Ayanoglu
3569;Dariush;Ayari
3570;Kianoush;Ayari
3571;Dunia;Ayaso
3572;Nihat;Aybars
3573;Engin;Ayca
3574;Alan;Ayckbourn
3575;Kader;Ayd
3576;Gayle;Ayers
3577;Lemuel;Ayers
3578;Neil;Ayers
3579;Orhan;Aykanat
3580;Dan;Aykroyd
3581;Ömer;Aykut
3582;Ángel;Ayllón
3583;"David (II)";Aylott
3584;Alan;Aylward
3585;Sylvie;Ayme
3586;Jean;Aymé
3587;Ahmed;Aynan
3588;Richard;Ayoade
3589;Georges;Ayotte
3590;Nabil;Ayouch
3591;Adem;Ayral
3592;Lew;Ayres
3593;Sydney;Ayres
3594;Tony;Ayres
3595;Steven;Ayromlooi
3596;Randle;Ayrton
3597;Steve;Ayson
3598;Hatice;Ayten
3599;"Sunar Kural";Aytuna
3600;Chibuki;Ayumi
3601;"Emilio M.";Ayuso
3602;Aghasi;Ayvazyan
3603;Charles;Ayyampalli
3604;Kovai;Ayyamuthu
3605;Hatta;"Azad Khan"
3606;D.S.;Azad
3607;Georgi;Azagarov
3608;Nicolas;Azalbert
3609;Olivier;Azam
3610;Daniel;Azancot
3611;Adnan;Azar
3612;Habib;Azar
3613;Shoja;Azari
3614;Hank;Azaria
3615;Daniel;Azarian
3616;William;Azaroff
3617;Villen;Azarov
3618;Donald;Azars
3619;Krikor;Azaryan
3620;Serge;Azaryan
3621;Mauro;Azcona
3622;Rafael;Azcona
3623;Víctor;Azcona
3624;Robert;Azderball
3625;"Agnaldo Siri";Azevedo
3626;"Ana Luiza";Azevedo
3627;Anna;Azevedo
3628;Camilo;Azevedo
3629;Dionísio;Azevedo
3630;Gilberto;Azevedo
3631;Licinio;Azevedo
3632;Lizânias;Azevedo
3633;"Sérgio (II)";Azevedo
3634;V.;Azhagappan
3635;S.;Azim
3636;Moh;Azima
3637;Iradj;Azimi
3638;Yusuf;Azimov
3639;"Gyulbeniz Yusuf";Azimzade
3640;"Faleh Abdel";Aziz
3641;"Omar Abdel";Aziz
3642;Tracy;Aziz
3643;Myriam;Aziza
3644;Yusuf;Azizbayev
3645;Djamel;Azizi
3646;Koldo;Azkarreta
3647;Zan;Azlee
3648;Baris;Azman
3649;Badaruddin;Azmi
3650;Adolfo;Aznar
3651;"Tomás (I)";Aznar
3652;"Tomás (II)";Aznar
3653;Ariella;Azoulay
3654;Philippe;Azoulay
3655;John;Azpilicueta
3656;"Miguel Ángel";Azpiroz
3657;Carlos;Azpúrua
3658;François;Azria
3659;Michael;Azria
3660;Shimon;Azulai
3661;"Jom Tob";Azulay
3662;"Sayaka J.";Azuma
3663;Alejandro;Azzano
3664;Dennis;Azzarella
3665;"Michael A.";Azzarello
3666;Mario;Azzopardi
3667;Winston;Azzopardi
3668;Nedjma;Azzouni
3669;Sabine;Azéma
3670;Lutero;Aço
3671;Tryggvi;Aðalbjörnsson
3672;"Manuel Alonso";Añino
88644;Miklós;Ács
88645;Ottó;Ádám
88646;Lajos;Ágotai
88647;Ágúst;Ágústsson
88648;Germán;"Álvarez Blanco"
88649;Alejandro;"Álvarez Ceniceros"
88650;Emilio;"Álvarez Correa"
88651;Flora;"Álvarez del Valle"
88652;Begoña;"Álvarez Rojas"
88653;"Alejo (I)";Álvarez
88654;"Alejo (II)";Álvarez
88655;"Antonio (I)";Álvarez
88656;Begoña;Álvarez
88657;"Blanca (II)";Álvarez
88658;"Carlos (V)";Álvarez
88659;"Daniel (III)";Álvarez
88660;"Diana (I)";Álvarez
88661;"Diego (III)";Álvarez
88662;"Elena (II)";Álvarez
88663;Eliseo;Álvarez
88664;Enrique;Álvarez
88665;"Guillermo (II)";Álvarez
88666;Joan;Álvarez
88667;"Jorge (III)";Álvarez
88668;Louis;Álvarez
88669;"Manuel José";Álvarez
88670;"María Antonieta (II)";Álvarez
88671;"María Florencia";Álvarez
88672;"María José";Álvarez
88673;Miguel;Álvarez
88674;Nicolás;Álvarez
88675;"Nicolás Raúl";Álvarez
88676;Romelia;Álvarez
88677;"Santiago (I)";Álvarez
88678;"Tito (II)";Álvarez
88679;Victor;Álvarez
88680;"Ángel E.";Álvarez
88681;Lýður;Árnason
88682;Attila;Árpa
88683;Árni;Ásgeirsson
88684;Iván;"Ávila Dueñas"
88685;Alidha;Ávila
88686;Aurelio;Ávila
88687;"Carlos (I)";Ávila
88688;Claudio;Ávila
88689;"Fernando (I)";Ávila
88690;Vitor;Ângelo
88691;Jari;Änkö
88692;Emil;Åberg
88693;Jonas;Åberg
88694;Lasse;Åberg
88695;Inger;Åby
88696;Gösta;Ågren
88697;China;Åhlander
88698;Per;Åhlin
88699;Jonas;Åkerlund
88700;Anders;Ångström
88701;Georg;Årlin
88702;Marit;Åslein
88703;Göran;Åslund
88704;Calle;Åstrand
88705;Carl;Åstrand
